STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Total crimes
PUNJAB,CP LUDHIANA,2012,69,99,10,30,14,135,357
PUNJAB,FARIDKOT,2012,17,18,2,11,1,20,69
PUNJAB,FATEHGARH SAHIB,2012,15,7,2,3,1,21,49
PUNJAB,FAZILKA,2012,32,26,2,1,0,36,97
PUNJAB,FEROZPUR,2012,15,16,4,4,0,43,82
PUNJAB,G.R.P,2012,0,0,2,0,0,0,2
PUNJAB,GURDASPUR,2012,14,34,10,11,0,45,114
PUNJAB,HOSHIARPUR,2012,33,28,8,14,0,70,153
PUNJAB,JALANDHAR RURAL,2012,29,33,3,34,3,53,155
PUNJAB,KAPURTHALA,2012,16,34,3,8,0,46,107
PUNJAB,KHANNA,2012,14,10,0,3,0,18,45
PUNJAB,LUDHIANA RURAL,2012,11,21,4,5,1,23,65
PUNJAB,MANSA,2012,22,10,3,9,0,23,67
PUNJAB,MOGA,2012,23,10,3,14,0,25,75
PUNJAB,MUKTSAR,2012,18,28,3,10,2,30,91
PUNJAB,PATHANKOT,2012,13,11,7,2,0,25,58
PUNJAB,PATIALA,2012,44,32,4,24,0,86,190
PUNJAB,ROPAR,2012,22,18,0,13,3,15,71
PUNJAB,SANGRUR,2012,34,31,7,24,3,40,139
PUNJAB,SAS NGR,2012,23,33,7,31,0,127,221
PUNJAB,SBS NAGAR,2012,21,13,0,3,0,25,62
PUNJAB,TARN TARAN,2012,23,14,3,10,0,38,88
PUNJAB,TOTAL,2012,680,689,118,340,31,1293,3151
RAJASTHAN,AJMER,2012,70,76,13,72,0,668,899
RAJASTHAN,ALWAR,2012,129,154,47,135,0,655,1120
RAJASTHAN,BANSWARA,2012,56,87,4,49,3,237,436
RAJASTHAN,BARAN,2012,69,84,7,185,2,313,660
RAJASTHAN,BARMER,2012,21,35,20,59,0,237,372
RAJASTHAN,BHARATPUR,2012,108,168,32,79,0,567,954
RAJASTHAN,BHILWARA,2012,59,70,10,98,0,609,846
RAJASTHAN,BIKANER,2012,67,35,16,31,0,546,695
RAJASTHAN,BUNDI,2012,43,77,5,90,1,304,520
RAJASTHAN,CHITTORGARH,2012,59,81,6,64,1,608,819
RAJASTHAN,CHURU,2012,59,26,8,5,0,405,503
RAJASTHAN,DAUSA,2012,14,75,19,9,0,181,298
RAJASTHAN,DHOLPUR,2012,32,60,30,19,0,195,336
RAJASTHAN,DUNGARPUR,2012,32,65,5,48,0,119,269
RAJASTHAN,G.R.P.AJMER,2012,4,5,1,13,0,0,23
RAJASTHAN,G.R.P.JODHPUR,2012,1,0,1,2,0,0,4
RAJASTHAN,GANGANAGAR,2012,77,73,21,58,2,803,1034
RAJASTHAN,HANUMANGARH,2012,92,57,19,43,0,515,726
RAJASTHAN,JAIPUR EAST,2012,41,55,10,24,0,201,331
RAJASTHAN,JAIPUR NORTH,2012,37,54,13,29,0,265,398
RAJASTHAN,JAIPUR RURAL,2012,39,86,11,46,0,281,463
RAJASTHAN,JAIPUR SOUTH,2012,17,21,7,20,0,217,282
RAJASTHAN,JAIPUR WEST,2012,38,60,0,18,0,257,373
RAJASTHAN,JAISALMER,2012,12,5,11,20,0,22,70
RAJASTHAN,JALORE,2012,13,39,15,40,0,138,245
RAJASTHAN,JHALAWAR,2012,81,76,5,205,2,434,803
RAJASTHAN,JHUNJHUNU,2012,45,55,17,44,0,347,508
RAJASTHAN,JODHPUR EAST,2012,20,13,11,16,0,296,356
RAJASTHAN,JODHPUR RURAL,2012,27,28,16,26,0,121,218
RAJASTHAN,JODHPUR WEST,2012,20,23,5,27,0,5,80
RAJASTHAN,KARAULI,2012,44,77,15,7,0,196,339
RAJASTHAN,KOTA CITY,2012,45,62,5,73,0,428,613
RAJASTHAN,KOTA RURAL,2012,42,44,6,105,2,200,399
RAJASTHAN,NAGAUR,2012,53,106,11,66,0,416,652
RAJASTHAN,PALI,2012,61,104,9,75,1,464,714
RAJASTHAN,PRATAPGARH,2012,137,78,2,79,0,276,572
RAJASTHAN,RAJSAMAND,2012,14,53,5,40,1,263,376
RAJASTHAN,SAWAI MADHOPUR,2012,19,75,6,39,0,213,352
RAJASTHAN,SIKAR,2012,55,62,18,22,0,322,479
RAJASTHAN,SIROHI,2012,29,64,4,74,1,180,352
RAJASTHAN,TONK,2012,19,66,3,24,2,309,423
RAJASTHAN,UDAIPUR,2012,149,163,9,174,0,499,994
RAJASTHAN,TOTAL,2012,2049,2697,478,2352,18,13312,20906
SIKKIM,EAST,2012,13,6,1,7,0,2,29
SIKKIM,NORTH,2012,0,0,0,0,0,0,0
SIKKIM,SOUTH,2012,12,3,0,6,0,1,22
SIKKIM,WEST,2012,9,1,0,6,0,1,17
SIKKIM,TOTAL,2012,34,10,1,19,0,4,68
TAMIL NADU,ARIYALUR,2012,11,39,1,53,0,13,117
TAMIL NADU,CHENNAI,2012,94,65,12,90,141,237,639
TAMIL NADU,CHENNAI RLY.,2012,0,2,0,5,0,2,9
TAMIL NADU,COIMBATORE RURAL,2012,9,32,1,38,0,48,128
TAMIL NADU,COIMBATORE URBAN,2012,20,12,0,17,2,112,163
TAMIL NADU,CUDDALORE,2012,40,124,8,64,0,63,299
TAMIL NADU,DHARMAPURI,2012,25,93,1,48,2,66,235
TAMIL NADU,DINDIGUL,2012,16,97,4,34,0,111,262
TAMIL NADU,ERODE,2012,8,23,1,42,0,26,100
TAMIL NADU,KANCHIPURAM,2012,19,17,3,17,1,17,74
TAMIL NADU,KANYAKUMARI,2012,12,33,4,11,0,100,160
TAMIL NADU,KARUR,2012,4,48,1,25,2,11,91
TAMIL NADU,KRISHNAGIRI,2012,14,41,1,51,1,33,141
TAMIL NADU,MADURAI RURAL,2012,30,75,11,75,4,71,266
TAMIL NADU,MADURAI URBAN,2012,11,51,3,28,8,62,163
TAMIL NADU,NAGAPATTINAM,2012,10,40,1,34,36,10,131
TAMIL NADU,NAMAKKAL,2012,12,44,1,39,15,8,119
TAMIL NADU,NILGIRIS,2012,9,7,1,15,2,8,42
TAMIL NADU,PERAMBALUR,2012,3,31,0,22,0,6,62
TAMIL NADU,PUDUKOTTAI,2012,6,28,0,26,1,35,96
TAMIL NADU,RAMNATHAPURAM,2012,9,35,3,15,3,18,83
TAMIL NADU,SALEM RURAL,2012,36,75,1,87,0,35,234
TAMIL NADU,SALEM URBAN,2012,15,18,3,12,14,21,83
TAMIL NADU,SIVAGANGAI,2012,11,39,3,37,0,57,147
TAMIL NADU,THANJAVUR,2012,14,43,1,76,0,28,162
TAMIL NADU,THENI,2012,22,40,5,50,0,63,180
TAMIL NADU,THIRUNELVELI RURAL,2012,44,43,3,58,0,266,414
TAMIL NADU,THIRUNELVELI URBAN,2012,3,3,2,6,0,25,39
TAMIL NADU,THIRUVALLUR,2012,18,12,5,8,1,19,63
TAMIL NADU,THIRUVANNAMALAI,2012,21,52,1,8,0,37,119
TAMIL NADU,THIRUVARUR,2012,11,33,1,6,0,16,67
TAMIL NADU,THOOTHUGUDI,2012,26,35,1,1,0,50,113
TAMIL NADU,TIRUPPUR,2012,8,38,7,52,0,76,181
TAMIL NADU,TRICHY RLY.,2012,0,1,0,2,0,1,4
TAMIL NADU,TRICHY RURAL,2012,14,23,3,33,0,24,97
TAMIL NADU,TRICHY URBAN,2012,7,13,3,9,39,24,95
TAMIL NADU,VELLORE,2012,24,68,8,38,0,61,199
TAMIL NADU,VILLUPURAM,2012,78,188,4,239,0,58,567
TAMIL NADU,VIRUDHUNAGAR,2012,23,32,2,23,110,47,237
TAMIL NADU,TOTAL,2012,737,1693,110,1494,382,1965,6381
TRIPURA,DHALAI,2012,35,8,5,30,0,56,134
TRIPURA,GOMATI,2012,26,14,4,34,0,157,235
TRIPURA,GRP,2012,0,0,0,0,0,0,0
TRIPURA,KHOWAI,2012,10,3,3,22,0,36,74
TRIPURA,NORTH,2012,29,10,3,48,2,101,193
TRIPURA,SIPAHIJALA,2012,23,24,3,42,1,155,248
TRIPURA,SOUTH,2012,30,16,5,46,0,89,186
TRIPURA,UNAKOTI,2012,26,9,2,26,2,92,157
TRIPURA,WEST,2012,50,30,12,66,2,172,332
TRIPURA,TOTAL,2012,229,114,37,314,7,858,1559
UTTAR PRADESH,AGRA,2012,58,255,88,134,0,320,855
UTTAR PRADESH,ALIGARH,2012,64,263,71,101,0,268,767
UTTAR PRADESH,ALLAHABAD,2012,52,202,63,79,0,247,643
UTTAR PRADESH,AMBEDKAR NAGAR,2012,12,61,9,10,0,75,167
UTTAR PRADESH,AURAIYA,2012,13,87,18,27,0,40,185
UTTAR PRADESH,AZAMGARH,2012,19,101,25,28,0,101,274
UTTAR PRADESH,BADAUN,2012,24,101,47,48,0,65,285
UTTAR PRADESH,BAGHPAT,2012,18,74,19,26,0,76,213
UTTAR PRADESH,BAHRAICH,2012,27,111,38,28,0,4,208
UTTAR PRADESH,BALLIA,2012,12,79,28,22,0,51,192
UTTAR PRADESH,BALRAMPUR,2012,12,53,5,17,0,4,91
UTTAR PRADESH,BANDA,2012,22,48,36,58,0,51,215
UTTAR PRADESH,BARABANKI,2012,31,120,31,39,0,114,335
UTTAR PRADESH,BAREILLY,2012,86,249,61,112,0,88,596
UTTAR PRADESH,BASTI,2012,7,55,21,17,0,69,169
UTTAR PRADESH,BHIM NAGAR,2012,23,91,27,30,0,64,235
UTTAR PRADESH,BIJNOR,2012,43,148,19,43,0,257,510
UTTAR PRADESH,BULANDSHAHAR,2012,46,164,48,63,2,304,627
UTTAR PRADESH,CHANDOLI,2012,11,32,14,23,0,37,117
UTTAR PRADESH,CHITRAKOOT DHAM,2012,31,27,22,35,0,23,138
UTTAR PRADESH,CSM NAGAR,2012,26,92,12,52,0,56,238
UTTAR PRADESH,DEORIA,2012,18,67,29,16,0,34,164
UTTAR PRADESH,ETAH,2012,22,99,38,62,0,82,303
UTTAR PRADESH,ETAWAH,2012,9,64,26,26,0,42,167
UTTAR PRADESH,FAIZABAD,2012,29,133,18,32,0,7,219
UTTAR PRADESH,FATEHGARH,2012,14,94,34,39,0,71,252
UTTAR PRADESH,FATEHPUR,2012,35,106,41,65,0,56,303
UTTAR PRADESH,FIROZABAD,2012,32,149,50,49,0,98,378
UTTAR PRADESH,G.R.P.,2012,3,7,2,36,0,0,48
UTTAR PRADESH,GAUTAMBUDH NAGAR,2012,19,115,17,50,0,142,343
UTTAR PRADESH,GHAZIABAD,2012,31,220,41,60,0,277,629
UTTAR PRADESH,GHAZIPUR,2012,9,53,32,16,0,60,170
UTTAR PRADESH,GONDA,2012,23,103,37,40,0,5,208
UTTAR PRADESH,GORAKHPUR,2012,52,207,53,56,0,180,548
UTTAR PRADESH,HAMIRPUR,2012,25,40,17,37,0,28,147
UTTAR PRADESH,HARDOI,2012,30,133,48,54,0,87,352
UTTAR PRADESH,HATHRAS,2012,17,71,18,39,0,91,236
UTTAR PRADESH,J.P.NAGAR,2012,34,58,19,31,0,82,224
UTTAR PRADESH,JALAUN,2012,15,57,40,32,0,47,191
UTTAR PRADESH,JAUNPUR,2012,15,111,51,18,0,55,250
UTTAR PRADESH,JHANSI,2012,19,63,33,34,0,53,202
UTTAR PRADESH,KANNAUJ,2012,12,75,27,36,0,106,256
UTTAR PRADESH,KANPUR NAGAR,2012,55,281,56,110,0,317,819
UTTAR PRADESH,KANSHIRAM NAGAR,2012,18,56,26,36,0,26,162
UTTAR PRADESH,KAUSHAMBI,2012,11,49,20,31,0,46,157
UTTAR PRADESH,KHIRI,2012,34,169,51,59,0,57,370
UTTAR PRADESH,KUSHI NAGAR,2012,30,94,28,22,0,28,202
UTTAR PRADESH,LALITPUR,2012,14,22,7,27,0,13,83
UTTAR PRADESH,LUCKNOW,2012,48,304,32,110,2,538,1034
UTTAR PRADESH,MAHARAJGANJ,2012,34,95,20,14,0,23,186
UTTAR PRADESH,MAHOBA,2012,16,43,20,48,0,24,151
UTTAR PRADESH,MAINPURI,2012,15,117,39,51,0,81,303
UTTAR PRADESH,MATHURA,2012,41,124,34,75,0,235,509
UTTAR PRADESH,MAU,2012,9,81,11,31,0,92,224
UTTAR PRADESH,MEERUT,2012,54,231,39,129,0,435,888
UTTAR PRADESH,MIRZAPUR,2012,4,6,24,3,0,29,66
UTTAR PRADESH,MORADABAD,2012,36,140,28,72,3,255,534
UTTAR PRADESH,MUZAFFARNAGAR,2012,27,177,16,38,0,225,483
UTTAR PRADESH,PANCHSHIL NAGAR,2012,15,51,17,22,0,56,161
UTTAR PRADESH,PILIBHIT,2012,10,62,25,15,0,79,191
UTTAR PRADESH,PRABUDDH NAGAR,2012,7,62,12,14,0,55,150
UTTAR PRADESH,PRATAPGARH,2012,36,109,24,53,0,72,294
UTTAR PRADESH,RAIBAREILLY,2012,36,91,23,46,0,50,246
UTTAR PRADESH,RAMABAI NAGAR,2012,18,74,28,32,0,77,229
UTTAR PRADESH,RAMPUR,2012,26,95,12,32,0,138,303
UTTAR PRADESH,SAHARANPUR,2012,18,91,27,17,1,113,267
UTTAR PRADESH,SANT KABIRNAGAR,2012,18,49,12,5,0,10,94
UTTAR PRADESH,SHAHJAHANPUR,2012,27,120,51,48,0,73,319
UTTAR PRADESH,SHRAWASTI,2012,22,40,18,20,0,1,101
UTTAR PRADESH,SIDHARTHNAGAR,2012,22,47,8,13,0,35,125
UTTAR PRADESH,SITAPUR,2012,49,224,45,94,0,125,537
UTTAR PRADESH,SONBHADRA,2012,21,28,17,18,0,21,105
UTTAR PRADESH,ST.RAVIDASNAGAR,2012,4,18,7,6,0,13,48
UTTAR PRADESH,SULTANPUR,2012,26,63,15,29,0,84,217
UTTAR PRADESH,UNNAO,2012,41,174,44,81,0,141,481
UTTAR PRADESH,VARANASI,2012,21,85,35,26,0,177,344
UTTAR PRADESH,TOTAL,2012,1963,7910,2244,3247,8,7661,23033
UTTARAKHAND,ALMORA,2012,5,0,2,5,5,5,22
UTTARAKHAND,BAGESHWAR,2012,8,1,4,5,0,2,20
UTTARAKHAND,CHAMOLI,2012,2,2,1,4,0,0,9
UTTARAKHAND,CHAMPAWAT,2012,3,0,1,4,0,0,8
UTTARAKHAND,DEHRADUN,2012,30,41,13,24,34,111,253
UTTARAKHAND,HARIDWAR,2012,47,73,10,38,17,89,274
UTTARAKHAND,NAINITAL,2012,16,29,10,11,9,22,97
UTTARAKHAND,PAURI GARHWAL,2012,2,10,2,1,3,2,20
UTTARAKHAND,PITHORAGARH,2012,1,1,2,2,1,2,9
UTTARAKHAND,RUDRA PRAYAG,2012,2,3,1,5,4,4,19
UTTARAKHAND,TEHRI GARHWAL,2012,1,3,3,1,0,0,8
UTTARAKHAND,UDHAMSINGH NAGAR,2012,30,91,22,38,0,128,309
UTTARAKHAND,UTTARKASHI,2012,1,2,0,1,0,3,7
UTTARAKHAND,TOTAL,2012,148,256,71,139,73,368,1055
WEST BENGAL,24 PARGANAS NORTH,2012,118,338,74,196,1,1860,2587
WEST BENGAL,24 PARGANAS SOUTH,2012,244,419,45,83,0,1666,2457
WEST BENGAL,ASANSOL,2012,36,49,15,31,4,240,375
WEST BENGAL,BANKURA,2012,35,80,26,90,3,221,455
WEST BENGAL,BDN CP,2012,13,0,9,58,8,320,408
WEST BENGAL,BIRBHUM,2012,49,62,23,87,0,245,466
WEST BENGAL,BKP CP,2012,36,201,20,88,2,989,1336
WEST BENGAL,BURDWAN,2012,58,65,55,145,0,224,547
WEST BENGAL,COOCHBEHAR,2012,92,169,25,117,8,539,950
WEST BENGAL,DAKSHIN DINAJPUR,2012,66,107,18,83,3,342,619
WEST BENGAL,DARJEELING,2012,10,39,2,52,4,106,213
WEST BENGAL,HOOGHLY,2012,68,145,32,86,5,1195,1531
WEST BENGAL,HOWRAH,2012,56,120,16,99,31,883,1205
WEST BENGAL,HOWRAH CITY,2012,28,135,15,199,71,550,998
WEST BENGAL,HOWRAH G.R.P.,2012,2,2,1,4,0,1,10
WEST BENGAL,JALPAIGURI,2012,163,279,17,179,0,1625,2263
WEST BENGAL,JHARGRAM,2012,21,21,6,28,0,47,123
WEST BENGAL,KHARAGPUR G.R.P.,2012,2,4,0,3,1,2,12
WEST BENGAL,KOLKATA,2012,68,210,19,486,377,865,2025
WEST BENGAL,MALDA,2012,158,189,7,177,0,660,1191
WEST BENGAL,MURSHIDABAD,2012,257,464,39,609,6,2831,4206
WEST BENGAL,NADIA,2012,174,374,46,56,11,1860,2521
WEST BENGAL,PASCHIM MIDNAPUR,2012,64,115,26,99,1,823,1128
WEST BENGAL,PURAB MIDNAPUR,2012,65,170,31,19,0,572,857
WEST BENGAL,PURULIA,2012,50,34,12,64,0,206,366
WEST BENGAL,SEALDAH G.R.P.,2012,0,5,1,14,2,0,22
WEST BENGAL,SILIGURI G.R.P.,2012,0,3,1,8,1,0,13
WEST BENGAL,SILIGURI_PC,2012,21,111,3,35,12,370,552
WEST BENGAL,UTTAR DINAJPUR,2012,92,258,9,150,5,623,1137
WEST BENGAL,TOTAL,2012,2046,4168,593,3345,556,19865,30573
A & N ISLANDS,CAR,2012,0,1,0,1,0,0,2
A & N ISLANDS,NORTH,2012,4,0,0,2,1,2,9
A & N ISLANDS,SOUTH,2012,8,6,2,14,3,3,36
A & N ISLANDS,TOTAL,2012,12,7,2,17,4,5,47
CHANDIGARH,CHANDIGARH,2012,27,66,5,45,25,73,241
CHANDIGARH,TOTAL,2012,27,66,5,45,25,73,241
D & N HAVELI,D and N HAVELI,2012,3,9,0,2,0,0,14
D & N HAVELI,TOTAL,2012,3,9,0,2,0,0,14
DAMAN & DIU,DAMAN,2012,5,0,0,0,0,1,6
DAMAN & DIU,DIU,2012,0,0,0,0,0,2,2
DAMAN & DIU,TOTAL,2012,5,0,0,0,0,3,8
DELHI,CAW,2012,0,0,0,0,0,178,178
DELHI,CENTRAL,2012,31,95,4,47,12,57,246
DELHI,CRIME BRANCH,2012,1,1,0,0,0,0,2
DELHI,DELHI UT TOTAL,2012,706,2160,134,727,208,1985,5920
DELHI,EAST,2012,90,251,7,96,26,202,672
DELHI,EOW,2012,0,0,0,0,0,0,0
DELHI,GRP(RLY),2012,4,12,1,12,6,0,35
DELHI,IGI AIRPORT,2012,0,0,0,6,0,0,6
DELHI,NEW DELHI,2012,5,13,0,29,7,4,58
DELHI,NORTH,2012,14,84,6,29,10,70,213
DELHI,NORTH-EAST,2012,78,263,25,69,9,293,737
DELHI,NORTH-WEST,2012,64,184,12,19,14,212,505
DELHI,OUTER,2012,67,317,15,79,18,244,740
DELHI,SOUTH,2012,70,134,17,59,36,68,384
DELHI,SOUTH-EAST,2012,116,306,11,160,43,123,759
DELHI,SOUTH-WEST,2012,87,244,18,69,21,207,646
DELHI,STF,2012,0,0,0,0,0,0,0
DELHI,WEST,2012,79,256,18,53,6,327,739
LAKSHADWEEP,LAKSHADWEEP,2012,0,0,0,1,0,1,2
LAKSHADWEEP,TOTAL,2012,0,0,0,1,0,1,2
PUDUCHERRY,KARAIKAL,2012,6,2,0,2,0,1,11
PUDUCHERRY,PUDUCHERRY,2012,7,14,0,7,2,5,35
PUDUCHERRY,TOTAL,2012,13,16,0,9,2,6,46
